prompts,input_tokens,output_tokens,total_time,load_time,prompt_eval_time,output_eval_time,prompt_complexity,prompt_length,output_length,device
1,38,16,1171.37175,42.179125,283.542041,845.161167,easy,short,short,M3
1,37,554,34804.784625,41.499667,261.841584,34501.000416,easy,short,long,M3
1,38,4,526.367708,44.916583,304.655167,176.371292,easy,short,short,M3
1,37,462,29986.363625,47.27525,280.236958,29658.480417,easy,short,long,M3
1,38,3,489.767292,47.237958,324.546958,117.591167,easy,short,short,M3
1,37,513,32854.492083,46.823958,273.895333,32533.396167,easy,short,long,M3
1,37,15,1150.922583,45.179,310.334333,795.032834,easy,short,short,M3
1,36,588,37058.313375,44.823375,262.771125,36750.34725,easy,short,long,M3
1,40,3,666.16525,48.646042,506.396459,110.762375,easy,short,short,M3
1,39,521,32665.597625,46.764584,442.661583,32175.747,easy,short,long,M3
1,41,2,662.56125,48.726458,555.670708,57.789583,easy,short,short,M3
1,40,466,29508.879917,47.488292,486.392917,28974.631875,easy,short,long,M3
1,37,23,1627.430417,42.706875,308.596833,1275.747584,easy,short,short,M3
1,36,821,53055.36775,42.05725,287.737625,52725.161208,easy,short,long,M3
1,40,3,698.058875,43.520625,543.966,110.167542,easy,short,short,M3
1,39,605,38393.352833,40.817041,432.089208,37920.070417,easy,short,long,M3
1,40,2,657.491167,43.926334,557.061833,56.119792,easy,short,short,M3
1,39,524,33303.445042,42.477417,461.064458,32799.554792,easy,short,long,M3
1,38,7,706.213375,45.189458,312.72,347.900417,easy,short,short,M3
1,37,573,36533.382,44.803875,273.316333,36214.880625,easy,short,long,M3
1,37,4,500.515709,44.330459,282.226792,173.551,easy,short,short,M3
1,36,454,28390.033667,46.14375,267.80025,28075.716333,easy,short,long,M3
1,37,5,585.879,44.10625,307.41425,233.977625,easy,short,short,M3
1,36,441,27817.202041,45.234666,285.054333,27486.537167,easy,short,long,M3
1,39,3,734.639583,45.947458,576.843625,111.402875,easy,short,short,M3
1,38,568,35748.785792,43.246834,244.632417,35460.509666,easy,short,long,M3
1,38,4,641.126542,43.963167,391.291125,205.507791,easy,short,short,M3
1,37,570,36133.969667,46.620292,284.0295,35802.914833,easy,short,long,M3
1,40,3,719.043125,42.31825,562.150583,114.183459,easy,short,short,M3
1,39,323,20493.914291,42.406208,477.7395,19973.39875,easy,short,long,M3
1,36,13,1045.455791,48.342541,309.693917,686.997917,easy,short,short,M3
1,35,633,40681.67975,45.3865,271.044959,40364.827791,easy,short,long,M3
1,38,3,468.299167,47.545375,302.213541,118.1215,easy,short,short,M3
1,37,513,32322.149125,47.996084,278.038375,31995.705041,easy,short,long,M3
1,37,21,1486.306042,41.919709,311.761458,1132.23875,easy,short,short,M3
1,36,678,42723.850833,42.024416,307.704084,42373.772791,easy,short,long,M3
1,36,16,1197.981417,45.496625,307.448333,844.643709,easy,short,short,M3
